Course_ID,Course_Name,Category,Duration (hours),Enrolled_Students,Completion_Rate (%),Platform,Price ($),Rating (out of 5),percentage
3201,Course_3201,Design,77,4085,6.931.689.269.659.830,LinkedIn Learning,11.037.599.791.432.800,4.687.017.239.728.220,"0,00%"
3202,Course_3202,AI,11,4607,52.596.490.357.082.100,LinkedIn Learning,4.813.478.687.199.810,4.296.818.328.005.190,"0,00%"
3203,Course_3203,Finance,66,2184,62.960.301.278.696.500,edX,7.536.744.623.665.670,37.677.832.258.427.200,"0,00%"
3204,Course_3204,AI,89,342,8.660.954.766.530.980,edX,1.519.509.167.986.460,30.056.864.424.544.600,"0,00%"
3205,Course_3205,Finance,71,1824,91.935.388.409.085,edX,3.448.216.357.290.330,34.359.362.759.785.800,"0,00%"
3206,Course_3206,AI,65,1897,6.402.994.830.228.150,LinkedIn Learning,1.986.823.781.385.160,46.513.055.603.465.400,"0,00%"
3207,Course_3207,Finance,69,2377,7.515.344.719.509.480,Coursera,9.796.074.080.907.740,35.026.319.781.646.600,"0,00%"
3208,Course_3208,Business,59,4413,8.498.739.207.719.560,Udemy,13.772.700.138.593.600,4.052.927.457.731.520,"0,00%"
3209,Course_3209,Data Science,65,4556,5.492.308.696.645.440,edX,13.340.712.228.978.900,4.361.172.464.982.980,"0,00%"
3210,Course_3210,Business,51,1409,6.148.047.732.869.670,LinkedIn Learning,1.376.951.586.667.790,33.758.568.864.092.100,"0,00%"
3211,Course_3211,Technology,38,2061,8.578.584.521.835.000,LinkedIn Learning,3.472.684.898.424.320,32.372.336.421.942.800,"0,00%"
3212,Course_3212,AI,55,1882,8.467.683.564.196.630,LinkedIn Learning,9.489.147.113.568.360,37.481.297.945.100.900,"0,00%"
3213,Course_3213,Data Science,39,2008,9.374.611.175.213.620,Udemy,13.608.915.790.025.100,4.582.406.885.817.990,"0,00%"
3214,Course_3214,Office Tools,65,1721,7.291.115.315.537.950,edX,14.603.998.655.499.700,4.737.479.237.126.060,"0,00%"
3215,Course_3215,Programming,54,3801,9.149.352.961.480.770,edX,1.737.531.960.649.200,4.079.741.198.427.260,"0,00%"
3216,Course_3216,Programming,83,4681,61.339.738.778.727.100,Udemy,1.544.461.518.484.010,3.146.826.936.310.860,"0,00%"
3217,Course_3217,AI,37,1381,8.314.307.217.461.270,edX,1.312.879.121.427.750,32.498.156.244.506.100,"0,00%"
3218,Course_3218,Finance,91,3928,53.141.522.235.012.600,Coursera,14.428.613.508.608.500,3.419.031.842.952.740,"0,00%"
3219,Course_3219,AI,79,1973,73.829.858.401.021,Coursera,8.954.518.557.985.940,4.664.090.374.652.930,"0,00%"
3220,Course_3220,Design,57,1013,959.797.063.837.895,LinkedIn Learning,874.950.357.375.072,34.389.645.137.271.800,"0,00%"
3221,Course_3221,Business,48,207,7.750.958.392.670.270,Udemy,1.224.571.242.512.010,49.010.550.863.614.800,"0,00%"
3222,Course_3222,Design,79,1267,9.645.667.155.404.090,Coursera,12.252.048.156.673.300,4.098.661.092.523.780,"0,00%"
3223,Course_3223,Programming,25,3399,5.609.409.231.655.290,LinkedIn Learning,11.418.354.304.037.100,4.440.435.331.270.370,"0,00%"
3224,Course_3224,Finance,35,1706,5.257.974.585.795.290,edX,981.256.550.580.687,3.382.175.993.702.860,"0,00%"
3225,Course_3225,Data Science,38,304,6.234.380.791.216.790,Udemy,1.547.759.437.551.440,3.065.754.735.070.590,"0,00%"
3226,Course_3226,Finance,85,4411,7.802.754.629.456.390,Udemy,6.843.680.425.539.320,41.227.845.492.603.600,"0,00%"
3227,Course_3227,AI,23,4990,9.472.695.646.715.840,edX,4.814.111.521.287.150,38.876.569.170.322.700,"0,00%"
3228,Course_3228,Data Science,11,1978,5.022.002.593.651.550,edX,16.352.029.319.832.100,4.385.518.396.049.160,"0,00%"
3229,Course_3229,Marketing,78,4173,7.839.225.099.852.580,LinkedIn Learning,17.210.916.573.288.200,4.615.862.325.067.490,"0,00%"
3230,Course_3230,Office Tools,28,4128,6.058.185.261.061.580,edX,54.636.724.101.219.300,4.379.698.587.602.620,"0,00%"
3231,Course_3231,Marketing,77,1293,922.962.681.676.309,Coursera,15.275.044.434.530.300,4.663.696.820.757.530,"0,00%"
3232,Course_3232,Programming,83,1374,5.819.435.996.741.020,edX,16.991.926.456.211.600,34.063.228.883.562.600,"0,00%"
3233,Course_3233,AI,29,3869,9.466.855.507.995.540,Coursera,15.430.474.107.264.100,37.510.179.771.191.600,"0,00%"
3234,Course_3234,Programming,61,695,9.133.430.107.267.160,edX,4.104.395.258.768.980,438.726.990.004.909,"0,00%"
3235,Course_3235,Office Tools,31,547,8.233.815.154.086.730,Udemy,26.854.137.690.798.100,3.006.333.024.300.310,"0,00%"
3236,Course_3236,AI,83,1746,9.148.990.824.449.850,Udemy,9.931.169.883.672.590,34.886.568.368.469.200,"0,00%"
3237,Course_3237,Office Tools,63,1554,7.576.617.279.914.370,edX,24.490.488.913.548.700,43.502.146.810.803.100,"0,00%"
3238,Course_3238,Design,86,1340,729.836.668.882.186,Coursera,8.903.374.976.582.240,3.453.952.924.635.970,"0,00%"
3239,Course_3239,Programming,41,2421,5.645.852.815.225.630,Coursera,99.437.331.504.146,31.286.132.896.813.000,"0,00%"
3240,Course_3240,AI,22,2968,7.296.150.636.653.540,LinkedIn Learning,1.056.660.266.985.060,37.830.795.339.490.100,"0,00%"
3241,Course_3241,Marketing,56,4064,7.071.371.392.850.930,edX,17.555.100.070.388.200,3.525.523.684.005.760,"0,00%"
3242,Course_3242,Office Tools,89,1995,6.976.418.911.293.420,edX,328.691.565.225.807,42.657.268.082.098.200,"0,00%"
3243,Course_3243,Business,22,2454,6.394.277.527.985.940,Udemy,9.727.715.021.598.760,30.878.838.345.793.600,"0,00%"
3244,Course_3244,AI,100,4075,9.797.790.665.544.930,edX,11.392.956.695.165.000,3.628.378.759.523.310,"0,00%"
3245,Course_3245,Technology,88,3333,6.232.962.017.301.590,LinkedIn Learning,12.687.631.395.246.000,41.751.976.815.507.500,"0,00%"
3246,Course_3246,Design,15,1285,5.125.153.190.160.820,edX,1.323.381.023.130.400,35.239.042.028.319.800,"0,00%"
3247,Course_3247,Business,36,4157,7.985.983.654.919.070,Coursera,9.650.939.249.042.880,494.634.348.086.955,"0,00%"
3248,Course_3248,Technology,27,1198,8.006.568.868.210.300,Coursera,57.079.967.234.038.800,45.449.119.768.741.700,"0,00%"
3249,Course_3249,AI,69,3621,7.610.552.507.847.020,edX,5.114.121.363.008.160,3.812.658.205.485.490,"0,00%"
3250,Course_3250,Marketing,85,518,52.278.807.464.241.400,Coursera,2.007.261.781.424.650,411.651.366.087.245,"0,00%"
3251,Course_3251,Business,93,754,923.157.529.564.088,LinkedIn Learning,11.274.403.067.493.700,4.924.017.527.814.040,"0,00%"
3252,Course_3252,Design,69,3892,6.799.452.567.684.330,Udemy,7.856.388.348.267.800,3.656.594.386.772.040,"0,00%"
3253,Course_3253,AI,92,3753,5.071.635.005.820.980,Coursera,5.675.129.590.790.430,39.822.160.270.049.200,"0,00%"
3254,Course_3254,AI,33,3835,7.828.339.258.525.220,Udemy,16.594.532.788.208.000,3.157.432.228.815.580,"0,00%"
3255,Course_3255,Finance,33,2042,7.109.650.333.404.230,Coursera,844.111.153.843.596,4.351.489.539.335.510,"0,00%"
3256,Course_3256,Technology,58,4625,840.989.105.628.422,Udemy,9.331.916.151.102.260,37.008.676.400.818.700,"0,00%"
3257,Course_3257,AI,13,3819,9.194.874.225.571.910,Coursera,323.160.119.102.997,4.770.881.707.454.350,"0,00%"
3258,Course_3258,Marketing,82,2330,5.532.287.897.534.530,Coursera,13.848.348.285.621.500,3.958.407.071.946.370,"0,00%"
3259,Course_3259,Data Science,49,421,8.798.090.052.959.190,Coursera,8.847.434.877.046.430,4.293.258.530.114.690,"0,00%"
3260,Course_3260,Design,100,4230,7.987.727.577.248.950,Coursera,4.620.937.552.459.080,4.996.841.034.804.830,"0,00%"
3261,Course_3261,Marketing,56,4137,53.724.026.691.337.600,edX,9.492.892.965.997.840,4.689.293.282.800.380,"0,00%"
3262,Course_3262,Marketing,85,3207,8.841.497.766.077.110,edX,10.862.798.190.638.500,4.788.064.631.524.420,"0,00%"
3263,Course_3263,Office Tools,43,3159,639.522.823.633.948,Udemy,9.432.602.496.540.210,4.790.964.201.230.900,"0,00%"
3264,Course_3264,Programming,13,1220,6.340.104.964.388.710,Udemy,12.557.534.240.808.100,3.944.070.523.716.320,"0,00%"
3265,Course_3265,Technology,60,2595,8.048.162.594.926.480,Udemy,19.266.217.472.128.800,4.780.936.413.436.960,"0,00%"
3266,Course_3266,Design,95,3793,8.215.474.953.656.440,edX,9.043.250.868.668.920,37.683.339.749.165.400,"0,00%"
3267,Course_3267,Marketing,58,834,8.660.421.061.631.720,Udemy,83.259.378.734.733,3.706.825.517.834.740,"0,00%"
3268,Course_3268,Design,14,3877,6.808.461.661.069.020,Coursera,51.095.455.155.610.300,47.580.919.642.335.100,"0,00%"
3269,Course_3269,Programming,80,1937,5.654.258.527.368.450,Coursera,11.660.718.874.212.400,4.299.773.834.429.240,"0,00%"
3270,Course_3270,Technology,13,4520,657.037.627.970.107,edX,3.368.140.591.193.330,4.337.349.858.070.650,"0,00%"
3271,Course_3271,Data Science,39,2768,7.798.723.564.970.300,Udemy,19.450.130.747.482.700,4.878.913.424.575.920,"0,00%"
3272,Course_3272,Technology,68,395,56.984.193.402.533.000,LinkedIn Learning,11.444.505.916.471.000,33.208.034.311.839.400,"0,00%"
3273,Course_3273,Marketing,14,2688,5.584.345.203.583.320,edX,56.969.948.790.445.100,4.837.544.840.676.210,"0,00%"
3274,Course_3274,Technology,13,2586,702.743.381.126.946,LinkedIn Learning,11.075.674.598.824.200,30.048.401.560.527.900,"0,00%"
3275,Course_3275,Finance,87,4106,6.193.050.859.237.100,LinkedIn Learning,9.777.811.958.435.210,4.174.797.159.066.700,"0,00%"
3276,Course_3276,Programming,45,3581,7.063.119.843.584.130,LinkedIn Learning,5.307.067.063.230.850,4.791.418.966.563.050,"0,00%"
3277,Course_3277,Marketing,74,1611,6.736.964.697.850.150,Coursera,9.347.206.714.122.770,4.518.364.066.962.160,"0,00%"
3278,Course_3278,Design,100,1736,561.388.518.963.943,Coursera,17.936.416.595.194.500,446.412.949.856.925,"0,00%"
3279,Course_3279,Data Science,80,664,9.536.001.607.143.130,LinkedIn Learning,1.764.310.528.798.460,3.811.310.165.665.330,"0,00%"
3280,Course_3280,Data Science,83,1746,6.688.541.515.440.200,Udemy,14.912.855.570.294.900,41.934.275.651.102.100,"0,00%"
3281,Course_3281,Business,64,1097,8.719.254.161.164.540,Coursera,6.601.595.920.191.850,4.816.790.033.747.130,"0,00%"
3282,Course_3282,Programming,70,4023,9.988.829.452.838.570,Udemy,817.559.346.546.358,4.322.152.004.516.200,"0,00%"
3283,Course_3283,Office Tools,10,3724,6.181.318.360.548.170,edX,17.860.569.251.496.300,4.893.966.966.649.410,"0,00%"
3284,Course_3284,Design,61,1437,59.027.864.400.201.200,Coursera,16.050.315.631.523.900,4.398.859.580.093.120,"0,00%"
3285,Course_3285,Business,29,3194,6.473.104.411.273.800,Coursera,61.531.449.712.524.500,4.724.468.393.984.750,"0,00%"
3286,Course_3286,Marketing,55,1141,725.385.975.202.631,edX,16.586.504.577.816.000,4.131.691.806.758.410,"0,00%"
3287,Course_3287,Data Science,10,2748,833.073.279.460.096,edX,26.977.881.877.260.300,3.069.359.007.376.300,"0,00%"
3288,Course_3288,Technology,99,448,9.736.011.726.821.550,LinkedIn Learning,12.899.176.874.497.800,4.581.904.429.185.610,"0,00%"
3289,Course_3289,Technology,70,871,9.411.712.825.319.620,Udemy,3.999.217.163.716.480,3.553.248.946.585.370,"0,00%"
3290,Course_3290,Business,35,4660,880.189.627.538.703,Udemy,1.950.300.243.370.410,33.586.319.658.579.300,"0,00%"
3291,Course_3291,Office Tools,50,4797,6.816.864.467.364.050,Udemy,10.401.282.204.549.900,4.030.612.174.188.500,"0,00%"
3292,Course_3292,Finance,15,3791,901.695.071.803.838,Udemy,57.007.225.040.721.800,39.071.553.208.720.800,"0,00%"
3293,Course_3293,Technology,72,1830,5.372.670.698.997.390,edX,50.322.275.620.581.700,3.501.662.527.009.580,"0,00%"
3294,Course_3294,Finance,22,1753,5.422.833.125.911.740,Udemy,1.685.344.490.847.730,37.109.488.724.714.300,"0,00%"
3295,Course_3295,Business,60,2368,53.445.259.229.906.000,Udemy,19.699.431.389.469.500,49.529.006.021.630.100,"0,00%"
3296,Course_3296,Office Tools,37,157,7.672.360.205.314.680,LinkedIn Learning,8.658.506.431.798.750,3.207.851.996.596.400,"0,00%"
3297,Course_3297,Business,27,3168,665.161.578.753.017,LinkedIn Learning,13.974.785.960.019.600,4.390.188.664.162.310,"0,00%"
3298,Course_3298,Technology,74,914,9.602.678.464.810.310,Udemy,14.004.591.071.466.900,32.771.985.922.941.700,"0,00%"
3299,Course_3299,Data Science,79,947,5.403.491.290.205.240,LinkedIn Learning,4.264.063.996.113.850,38.302.956.759.319.300,"0,00%"
3300,Course_3300,AI,42,4744,7.082.536.221.278.260,Udemy,18.010.243.254.875.500,45.456.133.314.747.900,"0,00%"
3301,Course_3301,Finance,55,4008,5.259.300.859.905.820,Coursera,17.931.186.547.885.600,4.268.518.795.625.810,"0,00%"
3302,Course_3302,Design,65,3672,6.557.830.600.157.870,LinkedIn Learning,1.829.256.004.598.670,4.708.321.986.803.030,"0,00%"
3303,Course_3303,Office Tools,22,1518,9.762.834.195.664.130,edX,15.251.373.203.883.400,34.664.262.401.132.200,"0,00%"
3304,Course_3304,Finance,73,4990,9.369.404.181.759.200,LinkedIn Learning,19.587.794.027.680.000,4.221.663.227.424.260,"0,00%"
3305,Course_3305,Marketing,91,2231,7.550.340.080.407.160,edX,17.541.060.270.934.200,30.128.988.879.762.500,"0,00%"
3306,Course_3306,Programming,40,3483,7.165.349.672.299.180,Coursera,9.987.293.764.855.900,4.082.331.897.256.560,"0,00%"
3307,Course_3307,Technology,87,4068,9.315.735.205.968.640,LinkedIn Learning,2.703.612.113.946.160,4.634.371.551.502.130,"0,00%"
3308,Course_3308,AI,100,177,7.406.823.798.493.340,Coursera,3.593.142.573.467.510,4.595.023.802.367.510,"0,00%"
3309,Course_3309,Design,21,4683,62.232.112.325.289.600,edX,1.171.499.769.012.570,4.926.006.690.195.510,"0,00%"
3310,Course_3310,Marketing,78,2948,5.843.535.976.810.410,Udemy,17.571.402.239.133.600,39.241.116.103.871.500,"0,00%"
3311,Course_3311,Finance,61,3383,7.995.193.093.615.850,LinkedIn Learning,13.883.631.813.638.500,3.401.541.791.318.630,"0,00%"
3312,Course_3312,Finance,81,1057,8.541.026.467.485.620,Udemy,5.274.347.336.673.820,3.596.333.784.153.120,"0,00%"
3313,Course_3313,Technology,86,3565,5.960.434.301.516.020,Udemy,14.290.612.463.415.500,31.858.445.346.833.100,"0,00%"
3314,Course_3314,Programming,73,2985,50.838.423.826.022.800,Udemy,353.691.206.868.222,4.772.333.898.566.040,"0,00%"
3315,Course_3315,Programming,53,4966,5.759.618.946.381.700,Udemy,1.308.390.225.234.520,4.405.589.091.554.660,"0,00%"
3316,Course_3316,Technology,71,1850,7.120.286.689.030.790,Coursera,7.945.829.856.630.940,31.052.847.049.071.000,"0,00%"
3317,Course_3317,Data Science,91,2284,5.101.751.224.127.730,LinkedIn Learning,1.558.726.998.427.360,4.088.678.071.255.770,"0,00%"
3318,Course_3318,Office Tools,19,1104,54.290.788.550.689.800,Udemy,10.891.310.009.346.600,32.658.031.547.246.200,"0,00%"
3319,Course_3319,Design,69,413,7.163.000.186.901.560,Udemy,13.992.469.482.040.600,34.718.091.978.687.900,"0,00%"
3320,Course_3320,Business,70,4166,5.581.264.359.485.090,Udemy,15.839.150.804.019.100,4.681.585.735.563.090,"0,00%"
3321,Course_3321,Marketing,23,3215,994.388.659.848.307,Udemy,8.679.921.562.823.750,3.849.292.130.257.160,"0,00%"
3322,Course_3322,Business,59,1340,9.887.556.560.807.830,Coursera,12.200.449.880.547.000,4.264.627.606.980.580,"0,00%"
3323,Course_3323,Business,87,2810,6.651.319.503.039.190,Udemy,18.417.800.063.008.300,45.686.770.125.686,"0,00%"
3324,Course_3324,AI,80,4941,7.066.400.774.612.270,LinkedIn Learning,9.934.946.918.443.360,4.808.228.235.077.900,"0,00%"
3325,Course_3325,Programming,52,1559,8.079.626.876.118.020,edX,5.718.981.164.733.710,4.520.804.279.423.350,"0,00%"
3326,Course_3326,Business,68,953,5.603.196.724.173.190,Udemy,12.296.807.451.394.800,39.982.096.242.831.800,"0,00%"
3327,Course_3327,Office Tools,62,2261,7.511.893.437.589.920,edX,6.855.667.025.797.380,3.642.336.772.974.150,"0,00%"
3328,Course_3328,Office Tools,88,1952,9.462.234.878.548.570,Udemy,13.395.237.445.564.500,427.881.497.845.857,"0,00%"
3329,Course_3329,Finance,96,3180,5.594.703.645.809.810,Udemy,18.483.591.371.938.500,31.152.654.897.370.000,"0,00%"
3330,Course_3330,Business,20,2258,9.624.881.574.386.850,edX,1.251.152.286.649.970,3.150.292.427.417.360,"0,00%"
3331,Course_3331,Office Tools,36,1735,8.706.987.815.173.620,LinkedIn Learning,11.113.977.325.257.200,4.588.196.472.277.840,"0,00%"
3332,Course_3332,Marketing,30,1878,5.658.796.799.990.880,edX,10.649.214.556.443.600,3.939.762.447.078.330,"0,00%"
3333,Course_3333,Business,24,4004,6.769.894.981.179.930,LinkedIn Learning,795.673.093.753.085,43.509.325.398.407.800,"0,00%"
3334,Course_3334,Data Science,65,4138,61.279.189.890.140.900,Udemy,9.486.737.044.840.530,3.616.591.391.498.080,"0,00%"
3335,Course_3335,Programming,26,3656,5.769.346.234.494.430,Coursera,12.234.181.950.871.200,4.793.549.300.637.760,"0,00%"
3336,Course_3336,Marketing,39,3764,5.828.173.123.972.980,Udemy,25.709.051.587.603.100,4.171.080.185.806.640,"0,00%"
3337,Course_3337,Business,46,4500,8.206.416.626.439.160,Udemy,3.260.927.831.259.260,34.040.140.714.035.600,"0,00%"
3338,Course_3338,AI,55,1495,57.414.338.828.609.000,edX,7.801.467.666.969.560,4.439.533.429.138.280,"0,00%"
3339,Course_3339,Office Tools,91,1813,6.730.522.519.623.110,Udemy,4.967.492.288.529.150,35.226.421.476.176.800,"0,00%"
3340,Course_3340,Business,20,2264,7.843.240.747.781.310,LinkedIn Learning,13.333.948.922.776.900,34.302.108.246.838.700,"0,00%"
3341,Course_3341,Finance,28,2202,523.775.631.280.998,Coursera,12.566.430.428.667.100,3.009.362.915.669.630,"0,00%"
3342,Course_3342,Technology,65,3798,61.291.796.844.649.500,Coursera,12.403.766.496.400.100,4.360.052.367.070.940,"0,00%"
3343,Course_3343,Business,92,3051,6.297.510.938.389.450,edX,3.762.722.687.899.220,4.740.091.375.925.370,"0,00%"
3344,Course_3344,Business,68,891,7.174.242.025.713.430,Udemy,23.737.798.437.864.000,3.561.700.387.506.660,"0,00%"
3345,Course_3345,Finance,98,4883,8.495.605.954.379.310,edX,9.981.517.822.249.540,35.556.399.316.598.500,"0,00%"
3346,Course_3346,Programming,18,4876,9.374.720.473.214.320,edX,11.430.651.269.472.600,3.777.186.442.804.700,"0,00%"
3347,Course_3347,Programming,26,2478,7.985.898.728.517.320,LinkedIn Learning,8.787.019.887.515.600,3.365.500.356.053.760,"0,00%"
3348,Course_3348,Programming,92,4453,9.541.237.264.417.750,edX,32.125.156.352.473.600,4.826.380.235.543.440,"0,00%"
3349,Course_3349,Marketing,58,3445,9.867.097.806.118.580,Coursera,13.666.191.892.736.800,3.228.122.510.129.350,"0,00%"
3350,Course_3350,Finance,93,3571,740.254.963.642.762,edX,7.140.919.201.399.590,4.846.077.220.102.300,"0,00%"
3351,Course_3351,Programming,56,2922,9.431.531.792.385.300,LinkedIn Learning,14.389.257.388.994.300,32.175.265.376.791.000,"0,00%"
3352,Course_3352,Programming,12,1075,53.340.322.343.761.400,LinkedIn Learning,1.220.991.743.990.420,4.008.556.800.060.070,"0,00%"
3353,Course_3353,Programming,92,2485,53.866.311.833.083.300,Udemy,14.519.793.552.298.400,4.964.641.001.610.380,"0,00%"
3354,Course_3354,Finance,22,3433,6.747.617.859.973.910,Udemy,1.474.226.912.914.520,4.203.092.068.864.560,"0,00%"
3355,Course_3355,AI,74,601,7.465.033.847.195.640,Udemy,15.244.622.029.601.200,3.225.142.643.059.240,"0,00%"
3356,Course_3356,Marketing,66,141,8.169.125.417.503.010,LinkedIn Learning,1.508.661.872.126.210,4.819.602.092.955.830,"0,00%"
3357,Course_3357,Design,26,3055,72.186.352.912.793,LinkedIn Learning,19.559.982.183.880.800,3.355.968.813.197.530,"0,00%"
3358,Course_3358,Office Tools,88,220,6.090.901.628.091.550,LinkedIn Learning,814.075.394.984.149,3.207.118.831.747.870,"0,00%"
3359,Course_3359,Technology,80,856,9.823.051.203.423.830,edX,50.809.077.324.924.700,3.201.738.507.048.480,"0,00%"
3360,Course_3360,Programming,54,4091,632.805.758.563.092,Udemy,7.016.937.580.750.460,3.765.860.738.703.030,"0,00%"
3361,Course_3361,Office Tools,88,4897,5.082.410.072.196.760,Coursera,17.392.976.429.285.700,39.857.345.259.775.300,"0,00%"
3362,Course_3362,Office Tools,75,3442,7.352.477.184.844.320,Udemy,13.260.260.223.857.700,39.717.289.914.389.800,"0,00%"
3363,Course_3363,Marketing,81,3923,7.788.117.052.495.010,edX,1.857.663.833.826.280,3.047.915.908.663.420,"0,00%"
3364,Course_3364,AI,26,4126,9.839.456.445.686.570,LinkedIn Learning,1.672.052.833.081.010,3.428.998.275.645.930,"0,00%"
3365,Course_3365,Technology,71,2319,7.285.917.687.426.380,LinkedIn Learning,6.601.940.344.774.540,3.695.748.181.472.540,"0,00%"
3366,Course_3366,AI,54,3413,8.176.297.051.398.730,edX,18.669.279.653.759.800,4.034.902.933.563.390,"0,00%"
3367,Course_3367,Finance,70,3575,6.561.732.786.127.290,Coursera,10.956.329.143.283.400,3.717.681.399.446.850,"0,00%"
3368,Course_3368,Design,10,3102,8.888.986.558.397.650,Udemy,382.091.094.159.897,3.509.633.964.041.300,"0,00%"
3369,Course_3369,Finance,80,351,549.324.155.296.622,Coursera,15.840.173.939.985.300,4.213.900.977.278.930,"0,00%"
3370,Course_3370,Office Tools,86,496,6.797.173.848.216.380,edX,14.725.515.764.451.900,3.881.956.042.935.260,"0,00%"
